customerkey,prefix,firstname,lastname,birthdate,maritalstatus,gender,emailaddress,annualincome,totalchildren,educationlevel,occupation,homeowner,fullname,age,incomecategory
11180,Mrs.,April,Anand,1943-01-02,Married,Female,april18@adventure-works.com,160000.0,1,Bachelors,Management,Yes,April Anand,83,High
11181,Mr.,Devin,Martin,1943-08-08,Married,Male,devin13@adventure-works.com,170000.0,2,Graduate Degree,Management,Yes,Devin Martin,82,High
11182,Mrs.,Stephanie,Torres,1944-08-25,Single,Female,stephanie19@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Stephanie Torres,81,Medium
11183,Mrs.,Jasmine,Lee,1944-07-15,Single,Female,jasmine19@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Jasmine Lee,81,Medium
11184,Mrs.,Meghan,Hernandez,1944-11-16,Single,Female,meghan3@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Meghan Hernandez,81,Medium
11185,Mrs.,Ashley,Henderson,1944-10-08,Single,Female,ashley31@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Ashley Henderson,81,Medium
11186,Mrs.,Sarah,Price,1944-05-21,Single,Female,sarah25@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Sarah Price,82,Medium
11187,Mrs.,Jennifer,Cooper,1944-02-22,Married,Female,jennifer63@adventure-works.com,60000.0,4,Graduate Degree,Management,Yes,Jennifer Cooper,82,Medium
11188,Mrs.,Catherine,Morris,1944-09-06,Married,Female,catherine16@adventure-works.com,60000.0,4,Graduate Degree,Management,No,Catherine Morris,81,Medium
11190,Mr.,Carson,Bryant,1944-06-22,Married,Male,carson17@adventure-works.com,70000.0,5,Bachelors,Management,Yes,Carson Bryant,81,Medium
11191,Mrs.,Kristi,Perez,1945-12-18,Single,Female,kristi39@adventure-works.com,70000.0,5,Bachelors,Management,Yes,Kristi Perez,80,Medium
11192,Mr.,James,Brown,1945-09-13,Married,Male,james79@adventure-works.com,60000.0,4,Bachelors,Management,Yes,James Brown,80,Medium
11193,Mr.,Ian,Gray,1945-02-13,Married,Male,ian72@adventure-works.com,60000.0,4,Bachelors,Management,Yes,Ian Gray,81,Medium
11194,Mrs.,Jacqueline,Price,1945-06-10,Married,Female,jacqueline0@adventure-works.com,60000.0,4,Bachelors,Management,Yes,Jacqueline Price,81,Medium
11195,Mrs.,Megan,Henderson,1946-02-10,Married,Female,megan55@adventure-works.com,60000.0,5,Bachelors,Management,Yes,Megan Henderson,80,Medium
11196,Mr.,Alfredo,Romero,1946-06-07,Married,Male,alfredo10@adventure-works.com,60000.0,5,Bachelors,Management,Yes,Alfredo Romero,80,Medium
11197,Mrs.,Andrea,Morris,1946-06-18,Married,Female,andrea18@adventure-works.com,70000.0,3,Bachelors,Management,No,Andrea Morris,79,Medium
11198,Mrs.,Brooke,Sanders,1946-11-26,Single,Female,brooke3@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Brooke Sanders,79,Medium
11199,Mrs.,Jacqueline,Bennett,1946-11-06,Married,Female,jacqueline1@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Jacqueline Bennett,79,Medium
11200,Mr.,Jason,Griffin,1947-11-22,Married,Male,jason18@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Jason Griffin,78,Medium
11201,Mrs.,Amanda,Foster,1947-08-18,Married,Female,amanda37@adventure-works.com,70000.0,4,Bachelors,Management,Yes,Amanda Foster,78,Medium
11202,Mrs.,Alexia,Price,1947-08-26,Married,Female,alexia0@adventure-works.com,80000.0,5,Bachelors,Management,No,Alexia Price,78,Medium
11203,Mr.,Luis,Diaz,1948-08-21,Married,Male,luis21@adventure-works.com,40000.0,2,High School,Professional,Yes,Luis Diaz,77,Low
11205,Mrs.,Abby,Fernandez,1948-07-24,Married,Female,abby13@adventure-works.com,40000.0,2,High School,Professional,Yes,Abby Fernandez,77,Low
11206,Mr.,Blake,Flores,1948-09-24,Married,Male,blake60@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Blake Flores,77,Medium
11207,Mrs.,Danielle,Cox,1948-07-19,Single,Female,danielle12@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Danielle Cox,77,Medium
11208,Mrs.,Maria,Reed,1948-02-04,Married,Female,maria4@adventure-works.com,60000.0,2,Bachelors,Management,Yes,Maria Reed,78,Medium
11209,Mrs.,Allison,Evans,1948-01-13,Married,Female,allison21@adventure-works.com,60000.0,2,Bachelors,Management,Yes,Allison Evans,78,Medium
11210,Mr.,Edward,Wood,1948-06-08,Married,Male,edward50@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Edward Wood,78,Medium
11211,Mrs.,Samantha,Russell,1949-10-12,Married,Female,samantha42@adventure-works.com,40000.0,2,High School,Professional,Yes,Samantha Russell,76,Low
11212,Mrs.,Chloe,Campbell,1949-11-05,Married,Female,chloe4@adventure-works.com,40000.0,2,High School,Professional,Yes,Chloe Campbell,76,Low
11213,Mrs.,Stephanie,Murphy,1949-05-14,Single,Female,stephanie11@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Stephanie Murphy,77,Medium
11214,Mr.,Charles,Miller,1949-11-07,Single,Male,charles9@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Charles Miller,76,Medium
11215,Mrs.,Ana,Perry,1950-06-21,Married,Female,ana7@adventure-works.com,40000.0,2,Partial High School,Skilled Manual,Yes,Ana Perry,75,Low
11216,Mrs.,Jasmine,Torres,1950-05-20,Single,Female,jasmine32@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Jasmine Torres,76,Medium
11217,Mrs.,Natalie,Adams,1950-02-11,Single,Female,natalie58@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Natalie Adams,76,Medium
11218,Mrs.,Olivia,Brown,1950-09-11,Single,Female,olivia4@adventure-works.com,60000.0,2,Partial College,Professional,No,Olivia Brown,75,Medium
11219,Mr.,Charles,Cook,1950-12-02,Married,Male,charles69@adventure-works.com,60000.0,2,High School,Professional,Yes,Charles Cook,75,Medium
11220,Mrs.,Erica,Huang,1950-02-23,Married,Female,erica5@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Erica Huang,76,Medium
11221,Mr.,Nathan,Perry,1950-06-10,Married,Male,nathan3@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Nathan Perry,76,Medium
11222,Mrs.,Alexandra,Rivera,1950-08-17,Married,Female,alexandra11@adventure-works.com,80000.0,3,Bachelors,Management,Yes,Alexandra Rivera,75,Medium
11223,Mrs.,Hailey,Patterson,1951-09-16,Single,Female,hailey30@adventure-works.com,70000.0,2,High School,Professional,Yes,Hailey Patterson,74,Medium
11224,Mrs.,Tiffany,Li,1951-09-06,Single,Female,tiffany3@adventure-works.com,70000.0,2,High School,Professional,Yes,Tiffany Li,74,Medium
11226,Mrs.,Sydney,Ross,1951-09-27,Married,Female,sydney26@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Sydney Ross,74,Medium
11227,Mr.,Marshall,Chavez,1951-08-12,Single,Male,marshall35@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Marshall Chavez,74,Medium
11228,Mrs.,Ashley,Jones,1951-04-19,Married,Female,ashley3@adventure-works.com,60000.0,2,Partial College,Professional,Yes,Ashley Jones,75,Medium
11229,Mr.,Adrian,Stewart,1951-12-03,Single,Male,adrian21@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Adrian Stewart,74,Medium
11230,Mrs.,Amber,Turner,1951-04-03,Married,Female,amber4@adventure-works.com,70000.0,4,Partial College,Professional,No,Amber Turner,75,Medium
11231,Mr.,Dennis,Zhang,1952-11-14,Married,Male,dennis1@adventure-works.com,60000.0,2,High School,Professional,Yes,Dennis Zhang,73,Medium
11232,Mrs.,Hailey,Bryant,1952-09-27,Married,Female,hailey38@adventure-works.com,60000.0,3,High School,Professional,No,Hailey Bryant,73,Medium
11233,Mr.,Todd,Li,1952-09-09,Married,Male,todd5@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Todd Li,73,Medium
11234,<Na>,Anna,Griffin,1952-11-19,Single,Other,anna46@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Anna Griffin,73,Medium
11235,Mr.,Angel,Stewart,1952-02-08,Married,Male,angel24@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Angel Stewart,74,Medium
11236,Mr.,Jeremy,Butler,1952-03-05,Single,Male,jeremy29@adventure-works.com,70000.0,5,Partial College,Professional,Yes,Jeremy Butler,74,Medium
11237,Mr.,Clarence,Anand,1958-09-23,Single,Male,clarence36@adventure-works.com,130000.0,2,Bachelors,Management,No,Clarence Anand,67,High
11238,Mrs.,Mayra,Prasad,1958-08-10,Single,Female,mayra9@adventure-works.com,130000.0,2,Bachelors,Management,No,Mayra Prasad,67,High
11239,Mrs.,Latoya,Goel,1958-10-06,Married,Female,latoya18@adventure-works.com,130000.0,2,Partial College,Professional,No,Latoya Goel,67,High
11240,Mrs.,Anne,Hernandez,1958-12-11,Married,Female,anne4@adventure-works.com,160000.0,2,Partial College,Professional,Yes,Anne Hernandez,67,High
11241,Mrs.,Lisa,Cai,1957-10-11,Single,Female,lisa24@adventure-works.com,100000.0,2,Partial College,Professional,Yes,Lisa Cai,68,High
11242,Mr.,Larry,Munoz,1957-11-11,Married,Male,larry9@adventure-works.com,110000.0,2,Partial College,Professional,Yes,Larry Munoz,68,High
11243,Mrs.,Robin,Alvarez,1957-10-09,Married,Female,robin2@adventure-works.com,150000.0,2,Partial College,Professional,Yes,Robin Alvarez,68,High
11244,Mrs.,Alexis,Coleman,1957-11-26,Single,Female,alexis28@adventure-works.com,170000.0,2,Bachelors,Management,No,Alexis Coleman,68,High
11245,Mr.,Ricky,Vazquez,1956-10-27,Married,Male,ricky15@adventure-works.com,120000.0,3,High School,Professional,No,Ricky Vazquez,69,High
11247,Mrs.,Claudia,Zhou,1956-06-06,Single,Female,claudia7@adventure-works.com,130000.0,3,Partial College,Professional,No,Claudia Zhou,70,High
11248,Mr.,Tristan,Alexander,1955-03-26,Married,Male,tristan19@adventure-works.com,110000.0,3,Partial College,Professional,Yes,Tristan Alexander,71,High
11249,Mrs.,Cindy,Patel,1955-07-13,Married,Female,cindy3@adventure-works.com,130000.0,3,Partial College,Professional,Yes,Cindy Patel,70,High
11250,Mrs.,Shannon,Liu,1955-03-12,Married,Female,shannon4@adventure-works.com,170000.0,3,High School,Professional,Yes,Shannon Liu,71,High
11251,Mr.,Xavier,Long,1932-07-04,Single,Male,xavier51@adventure-works.com,30000.0,4,High School,Professional,No,Xavier Long,93,Low
11252,Mr.,Nicholas,Thompson,1932-06-07,Single,Male,nicholas16@adventure-works.com,90000.0,3,Graduate Degree,Management,Yes,Nicholas Thompson,94,Medium
11253,Mr.,José,Hernandez,1933-02-28,Married,Male,,60000.0,2,Graduate Degree,Management,Yes,José Hernandez,93,Medium
11254,Mr.,Johnathan,Vance,1933-03-03,Married,Male,johnathan5@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Johnathan Vance,93,Medium
11255,Mr.,Colin,Lin,1933-04-04,Married,Male,colin8@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Colin Lin,93,Medium
11256,Mrs.,Katelyn,Hernandez,1933-09-20,Married,Female,katelyn42@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Katelyn Hernandez,92,Medium
11257,Mrs.,Jacqueline,Powell,1933-01-06,Single,Female,jacqueline9@adventure-works.com,120000.0,1,Graduate Degree,Management,Yes,Jacqueline Powell,93,High
11258,Mr.,Xavier,Hill,1933-06-28,Married,Male,xavier26@adventure-works.com,120000.0,1,Graduate Degree,Management,Yes,Xavier Hill,92,High
11259,Mrs.,Victoria,Stewart,1965-03-27,Married,Female,victoria24@adventure-works.com,100000.0,4,Partial College,Professional,Yes,Victoria Stewart,61,High
11260,Mrs.,Katelyn,Kelly,1965-04-12,Married,Female,katelyn1@adventure-works.com,110000.0,2,Bachelors,Management,Yes,Katelyn Kelly,61,High
11261,Mrs.,Stephanie,Collins,1965-04-24,Married,Female,stephanie52@adventure-works.com,130000.0,1,Graduate Degree,Management,Yes,Stephanie Collins,61,High
11262,Mrs.,Jennifer,Simmons,1964-05-04,Married,Female,jennifer88@adventure-works.com,80000.0,4,Bachelors,Management,Yes,Jennifer Simmons,62,Medium
11263,Mrs.,Trinity,Richardson,1964-09-11,Married,Female,trinity9@adventure-works.com,90000.0,5,Partial College,Professional,Yes,Trinity Richardson,61,Medium
11264,Mr.,Eduardo,Martin,1964-06-17,Single,Male,eduardo13@adventure-works.com,90000.0,5,Partial College,Professional,No,Eduardo Martin,61,Medium
11265,Mrs.,Elizabeth,Jones,1964-07-13,Married,Female,elizabeth7@adventure-works.com,90000.0,5,Partial College,Professional,Yes,Elizabeth Jones,61,Medium
11266,Ms.,Taylor,Howard,1964-05-05,Single,Female,taylor14@adventure-works.com,90000.0,0,Partial College,Professional,No,Taylor Howard,62,Medium
11267,Mr.,David,Diaz,1964-10-02,Single,Male,david55@adventure-works.com,120000.0,4,Partial College,Professional,Yes,David Diaz,61,High
11268,Mrs.,Katelyn,Carter,1964-05-03,Married,Female,katelyn33@adventure-works.com,130000.0,2,Graduate Degree,Management,Yes,Katelyn Carter,62,High
11269,Mr.,Ryan,Foster,1964-10-13,Married,Male,ryan19@adventure-works.com,130000.0,2,Graduate Degree,Management,Yes,Ryan Foster,61,High
11270,Mr.,Robert,Lee,1964-05-04,Married,Male,robert82@adventure-works.com,130000.0,2,Graduate Degree,Management,Yes,Robert Lee,62,High
11271,Mrs.,Danielle,Reed,1964-06-05,Single,Female,danielle23@adventure-works.com,150000.0,2,Bachelors,Management,No,Danielle Reed,62,High
11272,Mrs.,Lauren,Martinez,1956-11-10,Single,Female,lauren35@adventure-works.com,70000.0,4,Partial College,Professional,Yes,Lauren Martinez,69,Medium
11273,Mr.,Nathan,Lal,1956-10-01,Married,Male,nathan26@adventure-works.com,90000.0,2,Partial College,Professional,Yes,Nathan Lal,69,Medium
11274,Mr.,Kyle,Foster,1934-04-12,Married,Male,kyle11@adventure-works.com,50000.0,2,Graduate Degree,Management,Yes,Kyle Foster,92,Medium
11275,Mrs.,Jenny,Rai,1934-01-18,Married,Female,jenny40@adventure-works.com,80000.0,4,Graduate Degree,Management,Yes,Jenny Rai,92,Medium
11276,Mrs.,Nancy,Chapman,1963-09-19,Married,Female,nancy7@adventure-works.com,80000.0,4,Partial College,Professional,Yes,Nancy Chapman,62,Medium
11277,Mr.,Charles,Jackson,1963-06-10,Married,Male,charles15@adventure-works.com,80000.0,4,Partial College,Professional,Yes,Charles Jackson,62,Medium
11278,Mr.,Jonathan,Phillips,1963-08-20,Single,Male,jonathan35@adventure-works.com,90000.0,0,Partial College,Professional,No,Jonathan Phillips,62,Medium
11279,Ms.,Amanda,Cook,1963-09-12,Married,Female,amanda3@adventure-works.com,90000.0,0,Partial College,Professional,Yes,Amanda Cook,62,Medium
11280,Mr.,Robert,Collins,1963-08-21,Married,Male,robert45@adventure-works.com,90000.0,0,Partial College,Professional,Yes,Robert Collins,62,Medium
11281,Mrs.,Megan,Barnes,1963-10-10,Single,Female,megan53@adventure-works.com,110000.0,4,Bachelors,Management,Yes,Megan Barnes,62,High
11282,Mr.,Christian,Thomas,1962-01-16,Married,Male,christian46@adventure-works.com,90000.0,5,Partial College,Professional,Yes,Christian Thomas,64,Medium
11283,Mr.,Arturo,Lal,1962-10-26,Married,Male,arturo33@adventure-works.com,110000.0,1,Bachelors,Management,Yes,Arturo Lal,63,High
11284,Mrs.,Theresa,Serrano,1962-03-27,Married,Female,theresa12@adventure-works.com,110000.0,1,Bachelors,Management,Yes,Theresa Serrano,64,High
11285,Mr.,Jeremy,Anderson,1962-03-19,Married,Male,jeremy2@adventure-works.com,120000.0,1,Partial College,Professional,No,Jeremy Anderson,64,High
11286,Mr.,Hunter,Griffin,1962-03-03,Married,Male,hunter16@adventure-works.com,170000.0,0,Graduate Degree,Management,Yes,Hunter Griffin,64,High
11287,Mr.,Henry,Garcia,1961-01-16,Married,Male,henry16@adventure-works.com,70000.0,5,Partial College,Professional,No,Henry Garcia,65,Medium
11288,Mrs.,Cindy,Sanchez,1961-09-16,Married,Female,cindy19@adventure-works.com,110000.0,1,Bachelors,Management,Yes,Cindy Sanchez,64,High
11289,Mrs.,Maria,Carter,1961-03-07,Married,Female,maria53@adventure-works.com,130000.0,1,Bachelors,Management,Yes,Maria Carter,65,High
11290,Mrs.,Katelyn,Sanchez,1961-08-18,Married,Female,katelyn26@adventure-works.com,130000.0,1,Bachelors,Management,Yes,Katelyn Sanchez,64,High
11291,Mrs.,Jenna,Wright,1961-05-05,Married,Female,jenna19@adventure-works.com,130000.0,1,Bachelors,Management,Yes,Jenna Wright,65,High
11292,Mr.,Seth,Phillips,1961-11-05,Single,Male,seth42@adventure-works.com,150000.0,1,Partial College,Professional,No,Seth Phillips,64,High
11293,Mr.,Luke,Long,1955-05-27,Single,Male,luke28@adventure-works.com,60000.0,2,High School,Professional,No,Luke Long,71,Medium
11294,Mr.,Dalton,Clark,1955-09-03,Married,Male,dalton18@adventure-works.com,60000.0,2,High School,Professional,No,Dalton Clark,70,Medium
11295,Mrs.,Taylor,Lewis,1954-05-16,Single,Female,taylor67@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Yes,Taylor Lewis,72,Medium
11296,Mrs.,Haley,Richardson,1935-10-07,Single,Female,haley10@adventure-works.com,50000.0,2,Graduate Degree,Management,Yes,Haley Richardson,90,Medium
11297,Mr.,Noah,Coleman,1935-02-02,Single,Male,noah2@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Noah Coleman,91,Medium
11298,Mr.,Jon,Luo,1935-03-03,Married,Male,jon46@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Jon Luo,91,Medium
11299,Mr.,Orlando,Vazquez,1936-04-01,Married,Male,orlando14@adventure-works.com,70000.0,4,Graduate Degree,Management,Yes,Orlando Vazquez,90,Medium
11300,Mr.,Fernando,Barnes,1960-03-03,Married,Male,fernando47@adventure-works.com,80000.0,5,Partial College,Professional,No,Fernando Barnes,66,Medium
11301,Mr.,Cameron,Rodriguez,1960-06-09,Married,Male,cameron38@adventure-works.com,80000.0,5,Partial College,Professional,Yes,Cameron Rodriguez,66,Medium
11302,Mr.,Spencer,Russell,1960-12-12,Single,Male,spencer22@adventure-works.com,90000.0,4,High School,Professional,No,Spencer Russell,65,Medium
11303,Mrs.,Julia,Coleman,1960-10-11,Single,Female,julia72@adventure-works.com,90000.0,4,High School,Professional,No,Julia Coleman,65,Medium
11304,Ms.,Julia,Garcia,1960-03-17,Married,Female,julia38@adventure-works.com,100000.0,0,Partial College,Professional,Yes,Julia Garcia,66,High
11305,Mr.,Sean,Evans,1960-06-19,Married,Male,sean31@adventure-works.com,110000.0,3,Partial College,Professional,No,Sean Evans,65,High
11306,Mr.,Micah,Zhou,1960-06-22,Married,Male,micah19@adventure-works.com,110000.0,3,Partial College,Professional,No,Micah Zhou,65,High
11307,Mr.,Hunter,Rodriguez,1954-11-04,Married,Male,hunter53@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Yes,Hunter Rodriguez,71,Medium
11308,Mr.,Ian,Gonzales,1954-03-05,Married,Male,ian57@adventure-works.com,60000.0,2,High School,Professional,No,Ian Gonzales,72,Medium
11309,Mrs.,Victoria,Lewis,1954-06-12,Single,Female,victoria20@adventure-works.com,60000.0,2,High School,Professional,Yes,Victoria Lewis,71,Medium
11310,Mrs.,Erin,Sanders,1953-07-09,Single,Female,erin7@adventure-works.com,70000.0,3,Graduate Degree,Management,Yes,Erin Sanders,72,Medium
11311,Mrs.,Gabrielle,Lopez,1953-08-24,Single,Female,gabrielle63@adventure-works.com,70000.0,3,Graduate Degree,Management,No,Gabrielle Lopez,72,Medium
11312,Mrs.,Sara,Richardson,1953-04-03,Single,Female,sara10@adventure-works.com,70000.0,3,Graduate Degree,Management,Yes,Sara Richardson,73,Medium
11313,Mr.,Trevor,Jenkins,1953-02-27,Single,Male,trevor6@adventure-works.com,70000.0,3,Graduate Degree,Management,Yes,Trevor Jenkins,73,Medium
11315,Mrs.,Hailey,Ward,1953-10-01,Single,Female,hailey12@adventure-works.com,70000.0,3,Graduate Degree,Management,No,Hailey Ward,72,Medium
11316,Mr.,Luke,Allen,1953-11-17,Married,Male,luke52@adventure-works.com,60000.0,3,Graduate Degree,Management,Yes,Luke Allen,72,Medium
11317,Mrs.,Victoria,Russell,1952-09-17,Single,Female,victoria66@adventure-works.com,40000.0,3,Partial College,Professional,No,Victoria Russell,73,Low
11318,Mrs.,Jessica,Wilson,1952-10-26,Single,Female,jessica54@adventure-works.com,40000.0,3,Partial College,Professional,No,Jessica Wilson,73,Low
11319,Mrs.,Jade,Bailey,1937-04-27,Married,Female,jade13@adventure-works.com,70000.0,4,Graduate Degree,Management,No,Jade Bailey,89,Medium
11320,Mrs.,Morgan,Hill,1937-06-26,Married,Female,morgan19@adventure-works.com,80000.0,4,Graduate Degree,Management,Yes,Morgan Hill,88,Medium
11321,Mr.,Terrance,Raman,1938-07-08,Married,Male,terrance9@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Terrance Raman,87,Medium
11322,Mrs.,Sydney,Garcia,1938-03-15,Married,Female,sydney78@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Sydney Garcia,88,Medium
11323,Mr.,Jose,Patterson,1938-06-20,Single,Male,jose33@adventure-works.com,120000.0,2,Graduate Degree,Management,Yes,Jose Patterson,87,High
11324,Mr.,Zachary,Anderson,1939-05-14,Married,Male,zachary39@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Zachary Anderson,87,Medium
11325,Mr.,Elijah,Ross,1939-07-02,Single,Male,elijah7@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Elijah Ross,86,Medium
11326,Mr.,Rafael,Xie,1939-06-26,Married,Male,rafael26@adventure-works.com,130000.0,2,Bachelors,Management,Yes,Rafael Xie,86,High
11327,Mr.,Jaime,Moreno,1940-03-04,Married,Male,jaime48@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Jaime Moreno,86,Medium
11328,Mr.,Julian,Griffin,1940-01-01,Married,Male,julian20@adventure-works.com,90000.0,5,Bachelors,Management,Yes,Julian Griffin,86,Medium
